date,AAPL,AMD,AMZN,ASML,AVGO,BA,BAC,COST,CRM,CVX,GOOGL,INTC,JPM,LMT,META,MSFT,MU,NKE,NVDA,ORCL,QCOM,TSLA,TSM,WMT,XOM
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,0.004468142752225087,0,0.004149318226444795,0.02128714089177614,-0.007172367035387127,-0.02233389091951283,-0.015991943110842895,0.008665717638038929,0.007585214130465683,-0.005335668251109932,0.026838685189441644,0.005560999677706015,-0.004072791168435137,-0.007295773333417019,0.0234311626427073,0.00732675173172103,0.015178903337249678,-0.024904858764138314,0.06756417595126221,-0.005146986330441156,0.006622265062166633,0.026125557150967323,0.028544295757583896,-0.02148044669420434,0.002805874943084578
2024-06-26,0.01999331416412954,-0.01691111833926482,0.039014727999018665,-0.006586262890591959,0.0070913218757381775,0.019417440194001857,-0.009649578505916006,0.0015548240254350748,0.005749451101900111,-0.01583989085355199,-0.0008150693326967632,-0.0065061423588606195,-0.003231234176205642,-0.002307380304517847,0.0049352650721646305,0.0026832379084684283,0.008787001770466528,-0.0072823611152659255,0.002458594179411919,-0.006754410511703229,-0.02394027764443363,0.048145122603775646,-0.003070754113880146,0.012904225396601058,0.0003497619090190204
2024-06-27,0.00398598999720617,0.012250907812754097,0.02189972356695177,0.011223733103367273,-0.003354153779001214,0.022464955220369398,0.006410303668489669,-0.0072593182600245495,0.039893227357228535,0.0023726136252583438,0.008320572591062864,0.001637187363771983,0.008813343157915104,0.00029977491395075437,0.012550683911355897,0.0015260711650563774,-0.07115778998178035,0.001382168183232411,-0.019066532230882515,0.014106886656293116,-0.011047598144747163,0.005347064612041179,-0.00255711136737103,-0.006003896221698361,0.004282764881740986
2024-06-28,-0.016254183722711854,0.017181949408603518,-0.02324996695278791,-0.005136134999521927,0.01189284826186272,-0.0027395759961039963,0.013248260514667288,-0.0007406836295209572,0.016808388394315747,0.0006395135826731052,-0.017582770818574872,0.012422324002958422,0.015514261582793672,-0.00006411001967991679,-0.029525022679943218,-0.013028673609415094,-0.005293962683936937,-0.19980895502290857,-0.003629242359601683,0.00727638824687425,0.020650769810202474,0.002330091774560394,0.01270170080375286,-0.002504320043674462,0.0019147462833543712
2024-07-01,0.02910458280661784,-0.027865138310696626,0.020439828968911708,0.010520858029524021,0.0219677647708813,0.025767829146492848,0.006034764686751221,-0.005082437453414378,-0.003461747601571067,0.0006395298738227428,0.004611752112942384,-0.004197560980749367,0.015771748862620696,-0.0014129900323531883,0.0009123142499427861,0.021881675846766892,-0.00007570176588387769,0.019371363161934406,0.006151927596144746,0.013385244687588225,0.004267531871187577,0.06054171938510814,-0.008514915374473929,-0.0033965285847897043,-0.0013899329505969423
2024-07-02,0.016239938620749156,0.041981070547876545,0.014198798656638475,0.013933432041894983,0.010165853959871893,-0.006855912159718578,0.022994281995722225,0.01618840842983491,-0.00007811466179528065,0.0014693733660946183,0.012295693242843197,0.007457839828036376,0.0164519379043232,-0.0015864322116081542,0.009550692542393867,0.005583063061791309,0.008135401456528125,-0.010282555328645337,-0.0131135077669577,0.0013279456040023298,0.000649950921342247,0.10197271435359367,0.019555414439771497,0.00874301419241058,-0.006784999976613223
2024-07-03,0.005811003783563325,-0.0024953056308284934,-0.012050018310546876,0.022444987010105832,0.04328253834385174,-0.005986412583933833,-0.0007331007067094715,0.0038400666239498025,0.01858027643737365,-0.00025510371779209536,0.0031311535039683746,0.005149643740681147,-0.0006706294702438755,0.0007084807291445778,0.0009028597553625727,0.0032442841342289995,0.03190294094571365,-0.01052100658056493,0.045732517367616604,0.007677251960372175,0.018235410541951207,0.06542422054051059,0.03864536690214135,0.002497443810939633,0.005079844889665909
2024-07-05,0.021620437260495208,0.04881025197018997,0.012196992290986865,0.0028653753449293658,-0.014983701055970196,0.0028213568409148483,-0.01198025678520452,0.02667336460452141,0.008583506388855819,-0.015315007277507856,0.025723725971617543,0.025296211465527806,-0.013250369326350262,-0.008304208082503003,0.05873000113742175,0.014736259878809797,-0.03815220225831065,0.002525490082566882,-0.019098905354084445,0.003116908068643864,0.009518680756691291,0.02082067005771512,0.008219688675860815,0.026377478522847535,-0.012112317834080684
2024-07-08,0.006538883238900402,0.03949976024438208,-0.0035500335693359375,0.0027084403387249412,0.024980856549615533,0.005464451100093214,0.005196653002480978,-0.005453498902954162,-0.02211314541734483,0.0001295687525404846,-0.008237127692985477,0.06152406452534514,0.0018554681084172755,-0.0008655007034672786,-0.01961419840899521,-0.0028232656019633053,-0.006046262790059016,-0.03155236542429878,0.01883466374940171,0.0013807489465494564,0.010400936531596681,0.005645666924397348,0.014348591047589121,-0.0051398066696753736,-0.010496661355276254
